"File Number","Facility","City","County","Bed Size","Number of Substantiated Complaints","Sanctions/Final Orders","Fine Amount","Total Deficiencies","Class 1","Class 2","Class 3","Class 4","Unclassified","Number of Activities","Activities","Number of Nurse Availability","Nurse Availability","Number of Special Programs and Services","Special Programs and Services"
"11969763","LAZOS DE AMOR LLC","MIAMI","Miami-Dade","6","0","0","$0.00","3","0","0","3","0","0","1","3rd Party Part-Time","4","Dancing|Exercise Classes|Games/Cards|Gardening","2","Occupational Therapy|Physical Therapy"
"11969764","MAJESTIC GARDENS","SOUTH DAYTONA","Volusia","16","1","4","$11,500.00","11","0","0","8","0","3","1","Direct Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Massage Therapy/Spa|Memory Care|Pet Therapy"
"11969765","AGING WORLD OF WESTCHESTER ALF LLC","MIAMI","Miami-Dade","6","0","0","$0.00","1","0","0","1","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11969766","MERY ALF 3 INC","MIAMI","Miami-Dade","6","1","1","$5,000.00","2","0","1","1","0","0","1","None","3","Arts and Crafts|Music Programs|Social Events/Outings","NR","NR"
"11969768","OCEAN BREEZE ALF, LLC","TAMPA","Hillsborough","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969770","PLEASANT HILLS LLC","MIAMI","Miami-Dade","6","0","2","$4,250.00","16","0","1","15","0","0","NR","NR","2","Arts and Crafts|Music Programs","NR","NR"
"11969771","A1 SENIOR LIVING","DEERFIELD BEACH","Broward","6","0","0","$0.00","7","0","0","7","0","0","NR","NR","7","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Theater and Movies","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969772","BETHEL ALF LLC","MIAMI","Miami-Dade","6","0","0","$0.00","4","0","0","4","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11969773","NEGRIN HOME INC, THE","MIAMI","Miami-Dade","6","1","3","$5,900.00","19","0","2","16","0","1","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs","2","Occupational Therapy|Physical Therapy"
"11969774","ANNIES AT CAPEBEND LLC","TAMPA","Hillsborough","6","1","2","$0.00","2","0","0","1","0","1","NR","NR","NR","NR","NR","NR"
"11969776","LEVEL UP ASSISTED LIVING LLC","LEESBURG","Lake","6","0","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","7","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","1","Pet Therapy"
"11969778","THERAPEUTIC ASSISTED LIVING CORP","PALM COAST","Flagler","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","2","Occupational Therapy|Physical Therapy"
"11969779","JNK HOME CARE CORP","MIAMI","Miami-Dade","6","0","0","$0.00","1","0","0","1","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11969780","PRECIOUS & DESTINY SENIOR LIVING, INC","MARGATE","Broward","6","1","0","$0.00","1","0","0","1","0","0","1","Direct 24hr","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969782","COUNTRY VILLA ALF","CALLAHAN","Nassau","6","1","3","$6,500.00","17","0","0","15","0","2","2","Direct 24hr|Direct Part-Time","5","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","4","Massage Therapy/Spa|Occupational Therapy|Physical Therapy|Speech Therapy"
"11969786","JOLLY HOME INC","CUTLER BAY","Miami-Dade","6","0","0","$0.00","8","0","0","8","0","0","1","None","4","Arts and Crafts|Games/Cards|Music Programs|Theater and Movies","NR","NR"
"11969787","AMAZING GRACE ASSISTED LIVING HOME IV","PALM BEACH GARDENS","Palm Beach","6","0","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969788","SANTOS ALF CORP","MIAMI","Miami-Dade","6","1","1","$500.00","18","0","0","18","0","0","1","None","NR","NR","NR","NR"
"11969789","LOVING HANDS OF INVERRARY LLC","LAUDERHILL","Broward","6","0","0","$0.00","1","0","0","0","1","0","2","Direct 24hr|3rd Party Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11969790","THE HARRISON ASSISTED LIVING AND MEMORY CARE OF STUART","STUART","Martin","176","12","0","$0.00","22","0","0","18","1","3","1","Direct Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969791","LEGENDS OF SARASOTA","SARASOTA","Sarasota","140","14","4","$7,000.00","28","0","1","26","1","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969792","FAMILY GROUP HOME LLC","MIAMI","Miami-Dade","6","0","0","$0.00","5","0","0","5","0","0","1","None","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969794","MIRABELLE","MIAMI","Miami-Dade","105","4","0","$0.00","23","1","2","19","0","1","1","Direct 24hr","8","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969795","MUNDI HOME LLC","MIAMI","Miami-Dade","6","0","0","$0.00","4","0","0","4","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11969796","JUPITER ASSISTED LIVING LLC","PALM BAY","Brevard","6","0","2","$1,500.00","7","0","0","5","0","2","1","None","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Theater and Movies","2","Pet Therapy|Other"
"11969797","BELLA MAR AT ROYAL PALM BEACH","ROYAL PALM BEACH","Palm Beach","114","2","0","$0.00","4","0","0","4","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969799","REEVES MANOR LLC","CRESTVIEW","Okaloosa","8","0","0","$0.00","3","0","0","2","0","1","1","Direct 24hr","5","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969800","JUST LIKE HOME ALF LLC","PORT SAINT LUCIE","St. Lucie","5","0","0","$0.00","7","0","0","7","0","0","1","None","3","Arts and Crafts|Games/Cards|Social Events/Outings","NR","NR"
"11969801","LAKESHORE MANOR AT LAKE JACKSON LLC","SEBRING","Highlands","120","5","1","$1,500.00","6","0","0","5","0","1","2","Direct Part-Time|3rd Party Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11969802","HAPPY PARENTS ALF 1 INC","MIAMI","Miami-Dade","6","0","0","$0.00","1","0","0","1","0","0","1","None","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","2","Occupational Therapy|Physical Therapy"
"11969803","GOLD CHOICE PALM COAST","PALM COAST","Flagler","100","8","1","$20,000.00","14","2","0","12","0","0","1","None","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969804","A KEE TO PARADISE LLC","PORT SAINT LUCIE","St. Lucie","6","0","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","NR","NR"
"11969806","CARMITA'S CARE ASSISTED LIVING FACILITY, LLC","ROCKLEDGE","Brevard","6","0","0","$0.00","6","0","0","6","0","0","NR","NR","6","Arts and Crafts|Dancing|Exercise Classes|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969808","THE BARCLAY AT SANTA ROSA BEACH","SANTA ROSA BEACH","Walton","125","0","0","$0.00","7","0","0","7","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","5","Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy"
"11969809","INSPIRITAS OF WEST MELBOURNE","WEST MELBOURNE","Brevard","100","4","5","$26,500.00","20","1","3","13","0","3","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","1","Memory Care"
"11969810","DIVINE CARE OF PORT CHARLOTTE","PT CHARLOTTE","Charlotte","5","0","1","$0.00","0","0","0","0","0","0","1","None","6","Arts and Crafts|Cooking Classes|Exercise Classes|Games/Cards|Gardening|Music Programs","1","Other"
"11969811","LOVING FAMILY SENIOR CARE LLC","MIAMI","Miami-Dade","14","0","0","$0.00","2","0","0","2","0","0","1","3rd Party Part-Time","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","1","Pet Therapy"
"11969812","SAINT JOHNS ALF LLC","MIAMI","Miami-Dade","6","1","3","$4,350.00","13","0","1","12","0","0","1","None","NR","NR","NR","NR"
"11969813","A BANYAN RESIDENCE AT WILDWOOD LLC","OXFORD","Sumter","100","8","1","$5,000.00","4","0","1","3","0","0","1","None","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","2","Memory Care|Pet Therapy"
"11969814","HOME SWEET HOME ASSISTED LIVING INC","MIRAMAR","Broward","6","0","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","3","Games/Cards|Music Programs|Theater and Movies","NR","NR"
"11969815","KIMBERLY KARES HELPING HANDS","WEST PALM BEACH","Palm Beach","7","0","0","$0.00","2","0","0","1","0","1","1","Direct 24hr","5","Arts and Crafts|Dancing|Exercise Classes|Music Programs|Social Events/Outings","NR","NR"
"11969816","A LOVING FAMILY ALF LLC","VERO BEACH","Indian River","6","0","0","$0.00","3","0","0","3","0","0","2","Direct 24hr|Direct Part-Time","6","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Social Events/Outings|Theater and Movies","NR","NR"
"11969817","VILLAGE ON THE GREEN","LONGWOOD","Seminole","60","6","5","$17,000.00","22","0","3","18","0","1","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","3","Memory Care|Physical Therapy|Speech Therapy"
"11969818","LUXE SENIOR LIVING AT JUPITER","JUPITER","Palm Beach","96","6","2","$11,000.00","25","0","2","21","1","1","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","6","Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969820","FAITHFUL FRIENDS LOVING CARE ASSISTED LIVING CORPORATION","BRADENTON","Manatee","10","0","0","$0.00","4","0","0","1","0","3","1","None","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11969821","LAS BAREA'S ALF LLC","MIAMI","Miami-Dade","6","0","0","$0.00","4","0","0","4","0","0","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs","NR","NR"
"11969824","SUNFLOWER ALF LLC","MIAMI LAKES","Miami-Dade","6","0","0","$0.00","5","0","0","5","0","0","1","None","5","Arts and Crafts|Dancing|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11969826","GOLDEN YEARS PARADISE, INC","MIAMI","Miami-Dade","6","0","1","$900.00","14","0","0","14","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11969827","SARABELLA SENIOR LIVING","SARASOTA","Sarasota","134","4","1","$4,000.00","8","0","1","7","0","0","2","Direct 24hr|Direct Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","NR","NR"
"11969830","BLUE HERON ASSISTED LIVING","WESLEY CHAPEL","Pasco","107","1","1","$0.00","13","0","0","13","0","0","NR","NR","NR","NR","NR","NR"
"11969831","OAK HILL ASSISTED LIVING","BROOKSVILLE","Hernando","67","3","0","$0.00","2","0","0","2","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11969833","NINA'S HOUSE ALF INC","TAMPA","Hillsborough","6","0","4","$4,550.00","23","0","0","18","0","5","1","Direct 24hr","7","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","1","Pet Therapy"
"11969834","GOLDEN AGE HOME CARE CORP","DELTONA","Volusia","6","0","1","$0.00","7","0","0","6","0","1","1","None","4","Arts and Crafts|Exercise Classes|Games/Cards|Theater and Movies","1","Memory Care"
"11969835","ARAVILLA CLEARWATER","CLEARWATER","Pinellas","100","3","1","$1,000.00","4","0","0","3","0","1","1","Direct 24hr","8","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969838","COMPASSIONATE CARE HOMES LLC","ORLANDO","Orange","5","0","0","$0.00","16","0","0","16","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11969839","THE PALACE AT WESTON","WESTON","Broward","352","1","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","6","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy|Water Therapy"
"11969840","BLAKE AT PANAMA CITY BEACH THE","PANAMA CITY BEACH","Bay","130","4","2","$6,000.00","5","0","0","2","0","3","2","Direct 24hr|Direct Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","5","Massage Therapy/Spa|Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11969841","BLAKE AT MIRAMAR BEACH THE","MIRAMAR BEACH","Walton","130","0","1","$0.00","4","0","0","4","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11969842","BAY ISLES SENIOR CARE","PORT SAINT LUCIE","St. Lucie","6","0","0","$0.00","0","0","0","0","0","0","1","None","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969843","JUBILEE ASSISTED LIVING II LLC","WESTON","Broward","8","2","1","$7,500.00","6","0","2","4","0","0","2","3rd Party 24hr|3rd Party Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","7","Audiology|Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969844","GENTLE HARBOR SENIOR CARE","TAMPA","Hillsborough","6","0","0","$0.00","3","0","0","3","0","0","1","3rd Party 24hr","3","Arts and Crafts|Exercise Classes|Games/Cards","NR","NR"
"11969845","CADIZ ALF LLC","MIAMI","Miami-Dade","6","1","3","$37,000.00","27","3","1","22","0","1","1","None","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings","1","Memory Care"
"11969846","ELDERLY PRIDE ASSISTED LIVING LLC II","PLANT CITY","Hillsborough","6","4","4","$4,400.00","26","0","0","19","0","7","1","Direct 24hr","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Shopping|Theater and Movies","NR","NR"
"11969847","HELPING HANDS ADULT CARE FACILITY LLC","LOXAHATCHEE","Palm Beach","5","1","2","$2,500.00","23","0","0","15","3","5","NR","NR","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs","NR","NR"
"11969852","BRYAN'S CHATEAU LLC (THE)","VALRICO","Hillsborough","6","0","0","$0.00","9","0","0","9","0","0","1","Direct 24hr","5","Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11969854","SILVER WINGS ALF LLC","MIAMI","Miami-Dade","6","0","0","$0.00","4","0","0","4","0","0","1","None","5","Arts and Crafts|Dancing|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11969855","CERTUS VRO OPCO LLC","VERO BEACH","Indian River","70","5","0","$0.00","5","0","0","5","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969859","BELLA MAR AT DELRAY BEACH","DELRAY BEACH","Palm Beach","145","3","2","$10,000.00","18","1","0","15","1","1","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969860","LS HOLISTIC CARE ASSISTED LIVING LLC","CORAL SPRINGS","Broward","5","0","0","$0.00","2","0","0","0","0","2","1","Direct 24hr","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11969862","BRISAS DEL CARIBE ALF II","BRANDON","Hillsborough","6","0","1","$500.00","4","0","0","3","0","1","1","3rd Party 24hr","9","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","4","Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969863","AMERICAN HOUSE ST. PETERSBURG","SAINT PETERSBURG","Pinellas","120","12","0","$0.00","9","0","0","9","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969864","SEASIDE AT HALLANDALE BEACH","HALLANDALE BEACH","Broward","90","2","1","$0.00","0","0","0","0","0","0","2","Direct Part-Time|3rd Party Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","2","Memory Care|Pet Therapy"
"11969866","CANOPY AT WALDEN WOODS,THE","PLANT CITY","Hillsborough","80","5","1","$500.00","16","0","0","13","0","3","1","Direct Part-Time","8","Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11969867","ASSISTED LIVING OF SPRING HILL","SPRING HILL","Hernando","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies|Yoga|Other","1","Memory Care"
"11969869","HEARTIS VENICE LLC","VENICE","Sarasota","211","8","1","$0.00","3","0","0","3","0","0","1","Direct 24hr","12","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga|Other","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969870","ALURA SENIOR LIVING","ROCKLEDGE","Brevard","147","11","8","$56,000.00","23","2","6","12","0","3","1","Direct 24hr","NR","NR","1","Memory Care"
"11969871","UNIQUE LOVING HOME CARE LLC","PORT SAINT LUCIE","St. Lucie","6","0","1","$500.00","4","0","0","3","0","1","NR","NR","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs|Theater and Movies","NR","NR"
"11969873","MARY'S HOUSE ALF LLC","CUTLER BAY","Miami-Dade","6","0","0","$0.00","4","0","0","3","0","1","1","None","8","Arts and Crafts|Cooking Classes|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969874","PROVIDENCE LIVING AT MAITLAND","MAITLAND","Orange","58","3","2","$4,500.00","31","0","0","30","0","1","1","Direct Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969875","MAGIK ASSISTED LIVING LLC","HIALEAH","Miami-Dade","38","1","0","$0.00","4","0","0","3","0","1","1","3rd Party 24hr","6","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening","NR","NR"
"11969876","REBECCA ASSISTED LIVING FACILITY LLC","BRANDON","Hillsborough","6","0","1","$0.00","1","0","0","1","0","0","2","Direct 24hr|Direct Part-Time","3","Arts and Crafts|Games/Cards|Shopping","NR","NR"
"11969877","REFUGE AT NEW LIFE HOUSE","BRANDON","Hillsborough","22","5","3","$2,000.00","20","0","0","18","0","2","1","None","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11969878","THE FAIRWAYS AT NAPLES","NAPLES","Collier","60","3","3","$4,250.00","14","0","1","9","0","4","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","2","Memory Care|Pet Therapy"
"11969879","PREVAIL HOMES RESIDENTIAL ASSISTED LIVING FACILITY","WINTER PARK","Orange","8","0","0","$0.00","4","0","0","4","0","0","1","Direct Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11969880","DONNA'S  ASSISTED LIVING FACILITY II LLC","PALM BAY","Brevard","5","0","0","$0.00","0","0","0","0","0","0","1","Direct Part-Time","6","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping","NR","NR"
"11969881","THE RETREAT AT FORT WALTON BEACH","FORT WALTON BEACH","Okaloosa","130","9","1","$0.00","14","0","1","12","1","0","1","Direct Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11969882","HEALTH SHINE ALF LLC","MIAMI","Miami-Dade","6","0","0","$0.00","3","0","0","3","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11969883","SWAN AT LAKE CONWAY ALF","ORLANDO","Orange","8","0","3","$2,500.00","14","0","0","13","0","1","1","3rd Party Part-Time","4","Arts and Crafts|Exercise Classes|Music Programs|Social Events/Outings","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11969884","SENIOR LIVING AT LAKE MINNEOLA","CLERMONT","Lake","6","0","0","$0.00","1","0","0","0","0","1","1","Direct 24hr","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Shopping|Theater and Movies","NR","NR"
"11969886","ALBA COURT RESIDENCES","NEW SMYRNA BEACH","Volusia","109","2","1","$500.00","11","0","0","9","0","2","1","3rd Party Part-Time","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969887","L & G ASSISTED LIVING LLC","HOMESTEAD","Miami-Dade","6","0","0","$0.00","11","0","2","9","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11969889","BLUE FOUNTAIN III HOME CARE LLC","PALM BAY","Brevard","6","0","0","$0.00","3","0","0","3","0","0","1","None","NR","NR","7","Audiology|Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969890","GRACE HOUSE","PORT SAINT LUCIE","St. Lucie","6","0","0","$0.00","3","0","0","1","2","0","1","Direct Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","5","Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy|Water Therapy"
"11969892","SUNRISE RESERVE OF NAPLES CORP","NAPLES","Collier","6","0","1","$0.00","4","0","0","4","0","0","1","None","NR","NR","NR","NR"
"11969894","SERENITY PLACE ALF INC","CAPE CORAL","Lee","6","0","1","$400.00","1","0","0","0","0","1","NR","NR","4","Arts and Crafts|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11969895","MERCIFUL ASSISTED LIVING","PORT SAINT LUCIE","St. Lucie","6","0","3","$3,300.00","14","0","0","6","5","3","2","Direct 24hr|Direct Part-Time","5","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","4","Massage Therapy/Spa|Occupational Therapy|Physical Therapy|Speech Therapy"
"11969897","OSJ FAMILY PLACE ASSISTANT LIVING FACILITY INC","ORLANDO","Orange","5","0","1","$500.00","24","0","0","21","0","3","1","None","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11969898","ROSARIO 2 ASSISTED LIVING FACILITY INC","LEHIGH ACRES","Lee","5","0","0","$0.00","3","0","0","3","0","0","1","None","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs|Theater and Movies","NR","NR"
"11969900","HOLY ADULT FAMILY CARE HOME, LLC","WEST PALM BEACH","Palm Beach","6","0","0","$0.00","7","0","0","5","1","1","2","Direct 24hr|3rd Party Part-Time","7","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11969901","LIZANDRA ASSISTED LIVING FACILITY INC","TAMPA","Hillsborough","5","0","1","$500.00","10","0","0","8","0","2","1","3rd Party 24hr","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings","NR","NR"
