"File Number","Facility","City","County","Bed Size","Number of Substantiated Complaints","Sanctions/Final Orders","Fine Amount","Total Deficiencies","Class 1","Class 2","Class 3","Class 4","Unclassified","Number of Activities","Activities","Number of Nurse Availability","Nurse Availability","Number of Special Programs and Services","Special Programs and Services"
"11965138","BROOKDALE DR PHILLIPS AL","ORLANDO","Orange","80","1","2","$6,500.00","5","0","1","3","0","1","1","Direct Part-Time","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11965146","N DREAM ALF LLC","MIAMI","Miami-Dade","6","1","5","$23,420.00","29","1","3","24","0","1","1","None","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Theater and Movies","NR","NR"
"11965147","FREEDOM PLAZA ASSISTED LIVING AND MEMORY CARE","SUN CITY CENTER","Hillsborough","88","2","0","$0.00","8","0","0","8","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11965157","HARBORCHASE OF CORAL SPRINGS","CORAL SPRINGS","Broward","120","5","2","$0.00","4","0","0","4","0","0","1","Direct Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Pet Therapy"
"11965158","COMPASS ROSE OF BRANDON","BRANDON","Hillsborough","86","2","0","$0.00","12","0","0","12","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Memory Care|Occupational Therapy|Physical Therapy"
"11965159","SODALIS CANTONMENT","CANTONMENT","Escambia","44","1","1","$500.00","5","0","0","3","0","2","1","Direct Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11965162","THE CAMELLIA AT GULF BREEZE","GULF BREEZE","Santa Rosa","110","3","2","$10,000.00","9","0","1","8","0","0","1","Direct Part-Time","7","Arts and Crafts|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11965167","ABOVE THE REST ASSISTED LIVING FACILITY","PALM BAY","Brevard","10","0","1","$500.00","5","0","0","5","0","0","1","Direct 24hr","8","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11965168","ISA ADULT HOME CARE INC","MIAMI","Miami-Dade","6","0","0","$0.00","6","0","0","6","0","0","1","None","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11965169","WICKSHIRE PORT ST LUCIE","PORT ST LUCIE","St. Lucie","120","6","1","$0.00","13","0","0","13","0","0","1","Direct Part-Time","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11965173","XIOMARA HOME, INC.","MIAMI","Miami-Dade","6","1","1","$4,000.00","11","0","1","10","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11965179","SAFE HARBOR ASSISTED LIVING RESORT","FORT LAUDERDALE","Broward","35","0","1","$1,000.00","5","0","0","3","1","1","1","3rd Party Part-Time","8","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11965180","MAGGY'S HOME CARE","HIALEAH","Miami-Dade","6","2","1","$30,400.00","22","3","2","14","0","3","1","3rd Party 24hr","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Theater and Movies","NR","NR"
"11965181","CYPRESS CREEK ASSISTED LIVING RESIDENCE MANAGEMENT, LLC","RUSKIN","Hillsborough","140","6","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","12","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga|Other","6","Audiology|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11965183","REGAL PALMS","LARGO","Pinellas","225","0","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","7","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11965185","SODALIS PENSACOLA","PENSACOLA","Escambia","72","0","0","$0.00","1","0","0","1","0","0","1","Direct 24hr","8","Arts and Crafts|Cooking Classes|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11965204","RAFFA CORP","MIAMI","Miami-Dade","6","0","0","$0.00","10","0","0","10","0","0","1","3rd Party Part-Time","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings","3","Memory Care|Occupational Therapy|Physical Therapy"
"11965218","LAKEVIEW RETIREMENT RESIDENCE, INC.","TAMARAC","Broward","24","1","0","$0.00","2","0","0","1","0","1","2","3rd Party 24hr|3rd Party Part-Time","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Shopping|Theater and Movies","NR","NR"
"11965223","VISTA LAKE MEMORY CARE","LEESBURG","Lake","40","0","0","$0.00","4","0","0","4","0","0","1","Direct Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11965225","GOLDEN POND COMMUNITIES","WINTER GARDEN","Orange","108","0","0","$0.00","11","0","0","9","1","1","2","Direct 24hr|Direct Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11965229","BRIDGE AT LIFE CARE CENTER OF OCALA (THE)","OCALA","Marion","95","0","0","$0.00","0","0","0","0","0","0","2","Direct 24hr|3rd Party Part-Time","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11965230","CYPRESS COVE AT HEALTHPARK FL","FORT MYERS","Lee","99","0","1","$500.00","14","0","0","14","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","7","Audiology|Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11965233","CASTLE COURT ALF INC","TAMPA","Hillsborough","73","5","0","$0.00","12","0","0","12","0","0","1","3rd Party 24hr","5","Arts and Crafts|Games/Cards|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11965241","SODALIS DEFUNIAK SPRINGS","DEFUNIAK SPRINGS","Walton","44","1","1","$500.00","4","0","0","3","0","1","1","Direct Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11965243","FRIENDS AT HOME ASSISTED LIVING, INC","COCOA","Brevard","15","0","2","$1,000.00","8","0","0","7","0","1","1","Direct Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","1","Memory Care"
"11965244","THE SUSAN REWIS HOUSE","JENNINGS","Hamilton","16","1","0","$0.00","2","0","0","2","0","0","1","None","5","Arts and Crafts|Dancing|Games/Cards|Shopping|Social Events/Outings","NR","NR"
"11965247","LIZI HOME CARE ALF","MIAMI","Miami-Dade","6","0","8","$6,600.00","17","0","2","13","0","2","1","None","NR","NR","NR","NR"
"11965248","HOME FOR ALL THE ANGELS, CORP","MIAMI","Miami-Dade","6","1","1","$400.00","10","0","0","10","0","0","1","None","4","Arts and Crafts|Exercise Classes|Games/Cards|Social Events/Outings","NR","NR"
"11965252","BEST CARE SENIOR LIVING AT OCALA, LLC","OCALA","Marion","75","1","1","$0.00","3","0","0","3","0","0","2","Direct 24hr|3rd Party 24hr","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","5","Audiology|Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11965254","CELEBRATION VILLA OF WINTER HAVEN MC","WINTER HAVEN","Polk","40","7","1","$500.00","24","0","0","22","0","2","1","Direct Part-Time","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings","2","Memory Care|Pet Therapy"
"11965255","CYPRESS MANOR ASSISTED LIVING FACILITY, LLC","MARGATE","Broward","6","0","0","$0.00","0","0","0","0","0","0","NR","NR","4","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11965261","NEW HOME SENIOR CARE, INC","HIALEAH","Miami-Dade","6","0","1","$500.00","3","0","0","3","0","0","1","None","5","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs","NR","NR"
"11965265","COTTAGES AT BELLEAIR","CLEARWATER","Pinellas","98","11","10","$28,500.00","12","0","2","10","0","0","2","Direct Part-Time|3rd Party Part-Time","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11965267","YAMILE'S HOME INC","HIALEAH","Miami-Dade","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
"11965270","MAGNOLIA MANOR OF PALM COAST, INC.","PALM COAST","Flagler","6","0","1","$1,000.00","9","0","0","8","0","1","1","None","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11965273","HARBOR INN OF VENICE SOUTH","VENICE","Sarasota","6","0","0","$0.00","5","0","0","4","0","1","1","Direct 24hr","6","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Music Programs","NR","NR"
"11965277","ANA'S FAMILY HOME ALF, INC.","MIAMI","Miami-Dade","6","0","2","$1,275.00","8","0","0","6","0","2","1","None","7","Arts and Crafts|Dancing|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11965283","BROOKDALE VERO BEACH SOUTH","VERO BEACH","Indian River","40","1","0","$0.00","9","0","0","7","2","0","1","Direct Part-Time","8","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings","4","Memory Care|Occupational Therapy|Pet Therapy|Speech Therapy"
"11965291","SODALIS TALLAHASSEE ASSISTED LIVING","TALLAHASSEE","Leon","120","6","0","$0.00","16","1","1","13","0","1","1","Direct 24hr","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11965292","ARDEN COURTS (TAMPA)","TAMPA","Hillsborough","60","1","1","$0.00","0","0","0","0","0","0","1","Direct 24hr","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Other","1","Memory Care"
"11965293","NUNEZ ADULT CARE II LLC","MIAMI","Miami-Dade","6","2","3","$4,000.00","44","0","4","34","0","6","1","None","5","Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11965297","SUNCOAST EAST","SARASOTA","Sarasota","112","8","1","$1,000.00","16","0","0","16","0","0","1","Direct Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","2","Occupational Therapy|Physical Therapy"
"11965300","GOLDEN SUNSET ALF, INC.","NEW PORT RICHEY","Pasco","8","0","1","$775.00","7","0","0","6","0","1","1","None","7","Arts and Crafts|Dancing|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11965303","WOODLAWN OAKS ASSISTED LIVING LLC","SAINT PETERSBURG","Pinellas","22","3","2","$7,500.00","24","0","0","24","0","0","1","None","5","Arts and Crafts|Games/Cards|Music Programs|Shopping|Theater and Movies","NR","NR"
"11965311","ROSEWOOD MANOR OF VERO BEACH, LLC","VERO BEACH","Indian River","75","1","1","$0.00","2","0","0","2","0","0","1","None","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Other","1","Memory Care"
"11965313","THE CARLISLE ASSISTED LIVING AND MEMORY CARE","LANTANA","Palm Beach","175","4","0","$0.00","29","0","3","22","0","4","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","8","Audiology|Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy|Water Therapy"
"11965317","BAYOU GARDENS DUNEDIN, LLC","DUNEDIN","Pinellas","50","2","1","$1,000.00","8","0","0","8","0","0","1","3rd Party Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Yoga","5","Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy|Other"
"11965330","ARCADIA OAKS","ARCADIA","Desoto","84","1","0","$0.00","8","0","0","8","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","5","Massage Therapy/Spa|Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11965334","ARDEN COURTS (WINTER SPRINGS)","WINTER SPRINGS","Seminole","60","5","4","$10,500.00","27","0","2","21","2","2","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","2","Memory Care|Pet Therapy"
"11965335","PALMER RANCH RESIDENCE","SARASOTA","Sarasota","118","3","1","$1,500.00","5","0","0","4","0","1","2","Direct 24hr|Direct Part-Time","10","Arts and Crafts|Cooking Classes|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11965336","FELLOWSHIP COVE MARSH LANDING","JACKSONVILLE BEACH","Duval","110","3","1","$500.00","10","0","0","9","0","1","1","Direct Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","3","Occupational Therapy|Physical Therapy|Speech Therapy"
